id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
3125,1.8188078750661824e-05,1.1542770488231917e-05,1.488886844133114e-06,3.2140492114121406e-05,2.0389421165814813e-05,4.745123306095961e-06,3.2164661877537626e-06,8.900143101665173e-06,0.0002473066544754151,0.0005022084867870866,0.015156050077094065,0.23371644801787603,1.857489764963697e-07,0.6035750219595725,0.1083542152309345,8.465048146387414e-05,1.5898691469334586e-05,1.1294567291243095e-05,7.328043816747663e-06,5.990367493295202e-07,0.0003326740949703321,2.3362511029240155e-05,0.0001291667918069766,8.155718486416517e-05,0.001500029686686314,7.839211898124451e-06,0.023835222915856047,3.7063358032711564e-06,3.329768891152409e-05,2.858852431859918e-06,0.007397054088376223,3.427586401751617e-05,0.00012442833168158782,2.2684314341363304e-05,7.237700541115571e-05,3.909831528190792e-05,0.0006889607105096645,2.514483612735459e-06,0.0002688003754521921,2.5383823169425418e-06,4.935093734538501e-06,3.6715708093124705e-06,0.00034915319482397753,9.78781051696622e-05,2.8712801416491324e-06,9.569996463315056e-06,3.379221998037609e-06,1.845478741244784e-05,7.61110730602619e-05,0.0003169449277477651,8.744567794997616e-05,0.0023411721912435994,2.2156851446027933e-05,1.340582052502828e-05,5.355822169258583e-06,5.468579575861943e-06,4.112590690309382e-06,4.5543609178784444e-05,0.00013171740519579933,8.688662246288412e-07,8.551781071585641e-05
3126,4.4663389087689675e-05,1.0125449803103042e-05,8.928131880629266e-06,2.5817298021408923e-05,1.9543218383914904e-05,1.3727732243798252e-05,3.974641679881048e-06,8.055358194991009e-06,0.0018238453625439778,4.6256524087846165e-05,2.361699460764123e-05,7.75388471218526e-05,8.298921775566585e-08,3.5520260180406446e-06,7.452312834765531e-06,0.00011829717981018968,2.1773463480393075e-05,1.3956887867472494e-05,9.055387709945246e-06,7.402398448118993e-07,0.0001563744951717407,0.0001769417220256236,8.081817455898123e-05,0.0011002642671423311,4.2637194310430476e-05,9.687046755328796e-06,0.9940977251631604,3.942246312842975e-06,4.1146517471673315e-05,2.8988992752374465e-06,1.4736778945536832e-05,6.903213574009248e-06,1.848731424264964e-05,1.1188711667540557e-05,0.00025099959282810194,7.043364738838636e-05,3.388479794916991e-05,3.329594006742359e-06,9.341379863607738e-06,3.286266409029816e-06,7.663196637979755e-06,8.372869813487486e-06,4.07265583222499e-05,5.079973588993071e-05,3.1987508762836157e-06,5.298111194456728e-06,4.1757617879238295e-06,2.6468235234743344e-05,6.449859886328689e-05,0.0001986000334296415,8.722902777281613e-05,3.698706171578068e-05,5.342759562604288e-06,6.658842741545969e-07,1.9424540113660014e-06,6.4266487628189674e-06,5.127510441915804e-06,4.0899401064820165e-05,2.8033966459664258e-06,1.0726718323386357e-06,0.0009856708743660085
3127,3.534298179914585e-05,0.14943373150605632,0.00012017883579960275,0.00040921716338406113,0.0011719176285508134,0.0015643351698058274,7.308515828225882e-05,0.0007057443088164251,0.010535166345951169,0.00013898804367970448,7.254078682741708e-05,0.00042742950745359694,8.302976673858732e-07,8.765053339347514e-06,7.443975225567902e-05,0.003228319558754604,0.04141517762175464,0.002020265956275327,0.0018737024943453525,9.00229158164861e-05,6.25362582884707e-05,0.000365059808228768,0.0005273648996467324,0.00045304830734237497,0.00030896167010056424,9.691238888926787e-05,0.4694765807432703,0.0035342338549810923,0.00699814998504463,2.340201202104364e-05,0.000328058189474745,5.271313142269343e-05,0.00434836967123333,0.17127932933899298,0.0006970636689007571,0.0002465867438330707,0.002161263986091915,5.2620594247618236e-05,3.343927927391447e-05,3.138079407038775e-05,0.038613542815485784,0.00021162500783487056,0.00043562361737273366,0.000513582116846813,0.00035993129005545217,0.0006191764254669368,7.742637117827327e-05,0.00024197387733757055,0.002625355242432563,0.02681640521352029,0.0011767788709677101,0.00047487655946759833,5.3450716771665674e-05,1.563879052031365e-05,0.001418919331786004,5.6166169324346527e-05,0.011742485229904584,0.000351084531114358,1.4950717802269635e-05,0.03106146001951395,0.008643270673325917
3128,0.0007319107267272918,0.00023107889129462988,0.0022317560259167042,6.0994915175473326e-05,0.00017908250231825023,9.03110317533424e-05,4.5284185495738956e-05,0.0012695191946385377,0.00281578341999682,0.0001300896193916113,4.2226545540313104e-05,0.00020447235850025179,9.455181664556844e-07,2.1513153702603636e-05,8.518828002956384e-05,0.0013238597462805095,0.0002606464921863262,0.00015901466095247308,0.00010317052197904482,8.433756082586614e-06,0.00013500758255346473,0.00787939722454856,0.00010233208717656448,0.00017517658981905032,0.00048125931311921534,0.00011036718715920419,0.9501139034001207,4.711264611547628e-05,0.0004687935868842099,0.00012396672464143462,0.00039044847366685856,4.655647908340786e-05,0.0006129635519242933,9.425314685547202e-05,0.0010401419445687852,0.0006015091472534506,0.0002048165986700245,4.379566012478236e-05,3.1824615990743553e-05,3.573753585135763e-05,7.751594333974928e-05,5.1691540928573476e-05,0.007718162418685268,0.0022608932140407035,2.6416737099820595e-05,6.0362837566280894e-05,4.757560218510576e-05,0.0002598224161819463,0.0015337979823028226,0.0027268431512086906,0.0013942486140108112,0.00019539995829528418,5.4100038506907414e-05,7.233491341797674e-05,4.221765543121517e-05,0.0001736690816119132,3.7143949247512096e-05,0.0008978092858820317,2.730423661638937e-05,1.2221245119416832e-05,0.009595824136066312
3129,4.791684590309871e-05,1.5238494590057434e-05,8.023253994068556e-05,1.8266010508226482e-05,0.00012072756435403251,3.909677327009468e-05,6.299907438004749e-06,1.26490150806469e-05,0.0003917300204751964,8.293862476585024e-05,4.023442752157076e-06,3.435849550463261e-05,1.3153989332949966e-07,2.8365782775513316e-06,1.1856948034501507e-05,0.00023260521314757876,2.02979751168965e-05,2.2122019736460786e-05,2.2661557615797228e-05,1.1732988480052197e-06,6.460859786161944e-05,1.690146240926788e-05,0.00013604728739099052,0.00018524230603103925,3.3002723407658815e-05,2.222725823659423e-05,0.9944481731025028,4.827959808308721e-06,6.52182693046043e-05,5.623217791185552e-06,4.0270833622879716e-05,5.407600943494249e-06,0.0001636793750498064,1.7861547525607464e-05,0.0006676378489560517,6.435850101154122e-05,0.001103833053013076,5.277490586079697e-06,2.2308778750493667e-05,4.971783536818042e-06,1.1536211299478066e-05,7.191294700629856e-06,6.668471494105573e-05,8.188009793608015e-05,5.070100919997009e-06,8.397640041437164e-06,5.926001264889433e-06,3.614633131513495e-05,8.345906004962559e-05,0.00029788989696098814,0.0006246134517682733,4.6013175535313113e-05,8.475809500132632e-06,1.316179072791347e-05,3.4290640611240733e-06,1.1142712807198716e-05,5.233092526958697e-06,0.00027263302061815225,3.492414752513584e-06,1.7002119434551388e-06,0.00016128204333670326
3130,0.0002635249542047482,0.1095759513107396,0.0004227733333684655,0.0001354985821182385,0.00012180474422450627,0.0004620409508861751,3.080048893845205e-05,0.012018711465086714,0.0044696279966060255,0.00010753799044241054,9.633536924269819e-05,0.00017729355281319122,6.432896549055089e-07,1.438538088967133e-05,5.796907341485121e-05,0.004702200803938956,0.02925706580311464,0.003549266264086596,0.00010166914280325573,5.736303040180646e-06,2.989262021979727e-05,0.0001452257263643847,8.318720438399642e-05,0.0001469926448738444,0.00023811000087217335,7.506733951491745e-05,0.34369288384836605,0.00010741457985624683,0.0003188546184319253,0.00019585783686803848,0.00025202816452679194,5.411086065856282e-05,0.0005423359896105464,0.4371891836614766,0.014624920459128514,0.009876663130271,9.473897172490063e-05,2.978805360985223e-05,6.447544282264312e-05,2.4307240278857364e-05,0.00024730035571659273,3.604466828285156e-05,0.0013564697434772647,0.005629120936777545,0.0012335173126831037,4.3797003678762143e-05,3.235901877887212e-05,0.00017672079928051124,0.0015476913552862233,0.0066196506163086165,0.0014200557562140381,0.00012039471538281527,4.143855752203596e-05,3.281378985252098e-05,0.00022743751644294633,6.231155521035032e-05,0.00030810696837743916,0.00015401801438152886,1.858931485076659e-05,8.316037985182833e-06,0.007326970770036011
3131,5.6944021582358556e-05,1.1971063910681134e-05,5.2457682548793516e-06,1.5584460826329494e-05,1.5232503902995596e-05,7.23257855412291e-06,4.840921577033757e-06,4.569742721176901e-05,0.000301009868343533,1.3508760123296468e-05,1.3869235458070918e-05,1.8450284045464583e-05,1.0107685855761948e-07,1.6198754072946245e-06,9.076557060032072e-06,0.0002650333329413569,2.383930587195494e-05,1.699881525619947e-05,1.5291037703658947e-05,9.015763748135623e-07,5.192582901788069e-05,9.167589376021085e-05,1.4933218913456872e-05,4.403583246141555e-05,8.665104336294313e-05,1.1798355029832386e-05,0.9912802113176115,5.540547161930639e-06,5.01144707601368e-05,3.5315820374823194e-06,1.2444923757792668e-05,4.201072846171247e-06,0.0004075497458083494,1.0075749123475326e-05,0.0005198596577917434,0.00021211384225737595,4.269991494582383e-05,4.6817968294570565e-06,9.507945551222485e-06,4.0025137480644005e-06,9.839587746290863e-06,5.525873836348473e-06,0.004928695121327244,0.00036476160754492253,3.634647751754176e-06,6.452843517591562e-06,5.0858761538269024e-06,2.7775258115453576e-05,0.00010740726962236645,0.00021435296467390406,0.00023744613182803494,3.855361384976342e-05,6.512909831737886e-06,7.2579010914472514e-06,2.635054021770717e-06,4.3459376438672275e-06,4.213369502981131e-06,5.802697610693561e-05,5.492100962898226e-06,1.3064624779962163e-06,0.0002506747683519368
3132,7.787281550386446e-06,0.00011886788921462013,5.950069579855817e-06,7.095898973249661e-05,9.274259948570285e-06,5.841660191961584e-06,3.556015545778387e-06,0.00019292532056552097,0.0002798921286692522,9.195563591843034e-06,2.9750965878666317e-06,2.6645121202173796e-05,6.683826637276318e-08,8.468784885136607e-07,6.024500123912589e-06,0.01086915913848819,0.00863314858486446,2.2494444194173338e-05,7.2927501832872815e-06,5.961516432918331e-07,2.2057058721668684e-05,0.0022231356201635535,1.064416129604757e-05,4.356741783976849e-05,2.1679818849816604e-05,7.801456355408078e-06,0.025561133574218003,1.0701020111830022e-05,3.313731917890386e-05,8.454997466399153e-06,2.7599387143515394e-05,3.8117965457767073e-06,8.765991587640588e-05,0.9404491684088044,0.0005532145437304034,0.000258474842266787,1.2953654630725949e-05,3.0702206260286157e-06,4.085480859465905e-06,2.5261568530511093e-06,2.617021532025612e-05,1.3336403123616412e-05,0.003089016155683187,0.005049493709475646,0.0005291411245763118,4.266830159244979e-06,3.3629468466380736e-06,1.8365904687560798e-05,0.0001217315300472337,0.0006996918922385453,0.00014200453338310352,1.7879731895037258e-05,4.306547961180748e-06,9.87785726006888e-06,4.378603510069749e-05,4.883245713092338e-05,3.576998831791404e-05,2.5205789915449928e-05,1.9320870235043706e-06,8.638755128400782e-07,0.0004965888501706191
3133,4.49114165918725e-07,0.0006150106669198047,1.672039727669866e-07,9.854010673683442e-07,3.2303821369914416e-07,5.530864938529351e-07,3.1883063805714884e-08,5.124655828213852e-05,0.9907176559747191,7.118528216660572e-07,5.843040134461827e-07,6.477544279747339e-07,6.13488705905305e-09,4.5324355407369485e-08,5.257252363338654e-07,7.478957086605106e-06,1.1284279046035335e-06,0.00010401557752559344,2.4613817534948537e-07,2.012076021028688e-08,1.958149730326625e-06,4.2281488839836405e-06,6.850803256218038e-07,6.567713501414189e-07,1.0486562579936383e-06,2.633075567005402e-07,0.0003529364388078119,1.0889605317630595e-06,0.0015395773464516734,0.004821479762134074,4.863187874491329e-07,3.172239658544703e-07,0.0007414789820100177,3.5075873162797676e-06,1.256334287046761e-05,1.911163229753812e-05,2.4705158246073117e-06,1.9835669430886033e-07,1.4115074900009625e-06,7.312098842327594e-07,2.31446260492167e-06,1.446170073745861e-07,1.335006440501193e-06,0.00022381359156333446,1.3976938448095599e-06,2.7860219771303114e-06,1.1350307906141446e-07,1.0795446695003135e-06,8.274275197412796e-05,4.869225904329686e-05,2.513073072684518e-06,6.874490641466115e-06,1.6958768325770073e-07,1.2580830738995464e-06,1.1709945419424087e-05,1.5371060522113635e-06,3.840230507845496e-06,6.109001034764002e-07,3.7626888974238077e-07,2.91922141223633e-08,0.0005986291268745057
3134,0.00013600432372949184,0.00023445021044835544,0.0002912182790647347,0.001209279380764142,5.4707098697808305e-05,3.4921661047467037e-05,0.005385688632666256,0.0005058251987039277,0.0052405229418556925,0.00017044705835604442,0.00021544555757864014,0.00020138837808497835,3.821446804393272e-07,8.998603317419965e-06,8.80992529510751e-05,0.000702855542177082,0.0006726706796909613,0.000529259639513832,4.168393979754854e-05,3.4074866935843717e-06,0.0008849549034666277,0.00026542858775543363,0.00024196446707094296,0.0001533330481523525,0.0006948199961623602,4.459160520776918e-05,0.06500461246290433,0.0009857561556226877,0.00018940646299266852,5.843906886858469e-05,9.283392949751286e-05,2.1632605451869625e-05,0.0033247013100850134,0.0002576205218793175,0.0005088122278807086,0.0003843189254378939,0.001064589350450371,0.4942159973513675,4.400420824577139e-05,1.4439020607488021e-05,0.0006647905190395779,3.0950643253095524e-05,0.0010247413995789554,0.002625231111282959,0.00019019874938150592,6.800600632126591e-05,1.9221949247468835e-05,0.39831303879076124,0.004254535880211837,0.0038499285516261353,0.0004438774440747879,0.0004699718426280565,2.4615389453556736e-05,6.443536360980878e-05,0.0003740478516686825,0.0013839545004428449,0.0002125800341091855,0.00018029612714649167,4.464018638105886e-05,5.935656669359177e-05,0.0015220688741612873
